label,text
0, there s peony in oakland tom kiang in sf east ocean in emeryville one in alameda that i forgot the name 
4, if you want to be talkative it s ok glad to read ur replies 
4, crossing fingers and toes win me some mmwanted
4,tired morrow my nieces and nephew are coming over to watch some e btw mighty flip champs for the dsi is sweet i recommend it 
0, i was supposed to be there today but plans change have fun being home x
4, hahahaha i m sorry maisy but an angel can t go to hell and of course lets do it see the movie that is laughing 
4,good morning twitterworld slept too less 
4,i know i said this earlier but he only need more if yall aint followin do it now please hehe
0,dear i get tired this is exams week after all and i m stressed 
0,coke on my pc so bad 
0,slept so late i missed church i have no clue what s going on with me 
0,i love kittens what i don t love are their little dagger claws of doom i have loads of little bleeding holes all over my legs no bueno 
0,is too tired to function 
0, lol i know i gotta get my bread back up 
0, waah you were in aberdeen f k why do i miss all the best gigs 
0,shoppings done i have had such a shit day thanks to her seriously she told me i belong in abortion bin 
0, having a hard time getting started today 
4, exactly i even watched the qualifying yesterday killed another hour 
4,on the oxford tube it s been a while 
4, arghhhh fine after school detentions arnt that appealing to me p shall start it after shower god its gonna take all 
0, so i laid out all day and it just wasn t the same without my mally and dmg chicken fingers come back please 
0,aargh working with horses is crap in the rain 
0,great i work tomorrow too 
0,having a headache 
4,got a job interview tomorrow 
0, i guess truce is more important want corrupt people to be kept out but keeping them in check is the next best 
4, hey there soy tu nueva stalker nice to meet you 
4,watched the end of the miami cleveland game tonight too bad the refs are so crappy it s turned into sloppy streetball 
4, there s a couple ppl working on it 
0,it s already midnight 
4,why is everyone doing the face mask thing it s funny though lmao xd
4,rain drops keep falling on my head 
4,my daddy brought me a fire fly in a jar and i cant stop smiling about it lol 
4, lucky i was in to charmed but now both you can watch first three seasons on hulu for free 
0,mission to get the cat out of my neighbour s place unsuccessful cops trying to obtain legal entry first another attempt tomorrow 
4,nothing happened when i tweeted myself i love you too and now i m texting you 
4,let me show you a lover better than you have ever known or if you want we could take things slow and maybe just go with the flow 
0,i want to wish my amazing daddy a very very very happy berfday i love you daddy i wish i were there 
4,watchig the daily 
4,the numbers can be found on the back of the u s dollar bill in the bushes at the base of the lincoln memorial now go look 
0,i want to make cupcakes really bad 
4,wassap evone how are you doing new followers old followers show love hit me up 
4, i m not a raccoon but i ll see you tomorrow 
4, boarded at am arrived at flight was sooo bumpy w a slippery landing hehe thank god weather s better today for you 
4, i break some rules and don t take tension for them 
0, seriously my god wow devoted d i wanted to go but can t rehearsals booo 
0,about to go to bed last day in nc tomorrow back to reality soon 
4, thanks looking forward to working with you too 
4,fresh pair of dunks and nyc sunshine 
0,the dentist is my biggest fear i hate him 
0,i an smell sooo much garlic its starting to make me feel a little sick and ive got to sleep in here tonight 
0, whooooa i was just reading midnight sun im on and need to sleep but i cant stop lol
4,pretty sure the weather needs to be amazing tomorrow so me breka and nikki can go swimming not kidding 
4, will u come to barcelona spain 
4, just testing just discovered you ve metamorphosed 
0,would be heading to the club but got a flat 
4, big screen powerful laptop is heavy short battery but it s not like i go backpacking lugging it all over the place 
0,yes had a good experience with chicago water dept today responded to bsmnt flood id d the prob good guys might lose jobs nxt wk 
4, awesome look forward to seeing you there 
0, not in the class now catching up on a video class i missed elsewhere will catch s on the replay
4, planning to stay up until am here to watch nba haha that s how much i love the cavaliers wish me luck guyz 
0, that sucks was hoping to see you there and was going to steal you for stewarding again lol 
0,just chillin in pjs after a short but long week why is someone continually knocking at my door 
4, looks like you crashed twitter with that tweet 
4,diversity one britains got talent 
4, awww koolaid who around here would remember that guy 
4, very much so 
0,this meeting is going to be brutal 
0,holy crap as if sleeping in for work wasn t bad enough i just slept in missing my condo board meeting how embarrassing 
4,winding down for the day safe journey home everyone and enjoy the sunny evening if you have one that is 
4, i know and it can actually be used and expanded out as a standalone practice drumkit 
0,they arent letting my mom leave the hospital in time for court 
4,going to the zoo 
0,worst sinus infection ever this blows 
0,stupid bamboozle weekend why does it always have to sound soo good 
4, i musn t have swine flu yet then how is b going are you holding up 
0, why what happened don t be sad 
4, beautiful solomons island in maryland 
4, lol i don t know about those for comfort movies but they re two of my favorite movies 
0,was anyone else aware that there were elections tomorrow i ve received no mail about it whatsoever bit sucky 
0,so so sleepy up till am doing an assignment for uni getting too old to be up till 
4, awesome i ll check if i can make a preorder of it 
0,i wish i could be at the zine symposium 
4, oh wow that picture is so awesome 
4,sleeping getting up and making cupcakes and reading then first day of the new house cleaning job 
